step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.770629614931721,0,0.0,0.9582065224147733,0,0.0
20.0,0,0.0,0.0,12.12661093416698,0,0.0,0.9864025965332331,0,0.0
25.0,0,0.0,0.0,12.21994043160537,0,0.0,0.9943576247920498,0,0.0
30.0,0,0.0,0.0,12.305665888212495,0,0.0,0.9474045498050255,0,0.0
35.0,0,0.0,0.0,12.605594911319958,0,0.0,0.9286483241370899,0,0.0
40.0,0,0.0,0.0,13.426575988390155,0,0.0,0.9551310913026265,0,0.0
45.0,0,0.0,0.0,13.541461531055942,0,0.0,0.9802612014798832,0,0.0
50.0,0,0.0,0.0,13.520859389180323,0,0.0,0.9776936242095545,0,0.0
55.0,0,0.0,0.0,13.117567029681643,0,0.0,0.9500387306716668,0,0.0
60.0,0,0.0,0.0,13.1490174311148,0,0.0,0.9567557469603392,0,0.0
65.0,0,0.0,0.0,13.310585342203382,0,0.0,0.9620689532057539,0,0.0
70.0,0,0.0,0.0,13.626495106408116,0,0.0,0.9823130939081987,0,0.0
75.0,0,0.0,0.0,12.99495008532507,0,0.0,0.9360829262973128,0,0.0
80.0,1,4.0,0.2857142857142857,11.985717812676478,1,4.0,0.8551889822336467,1,4.0
85.0,3,14.0,0.875,10.253536662403354,3,14.0,0.7431553697857392,3,14.0
90.0,4,32.0,2.0,9.768090036880782,4,32.0,0.7142517192378546,4,32.0
95.0,3,41.0,2.05,9.985373725716133,3,51.0,0.7269050183018413,3,51.0
100.0,3,56.0,2.3333333333333335,10.660928943606818,3,56.0,0.8022803992160248,3,56.0
105.0,0,0.0,0.0,10.818629101071378,0,68.0,0.800433224797507,0,68.0
110.0,2,7.0,0.2413793103448276,11.205684829386275,2,7.0,0.8851044147845201,2,7.0
115.0,1,7.0,0.2413793103448276,10.751595841165171,1,16.0,0.794735772071188,1,16.0
120.0,3,10.0,0.3333333333333333,10.64503172175468,3,11.0,0.7918577370858769,3,11.0
125.0,5,31.0,0.9117647058823529,10.969984296449535,5,32.0,0.7791577007542564,5,32.0
130.0,6,57.0,1.6285714285714286,10.978747278742384,6,58.0,0.7666689188650438,6,58.0
135.0,5,71.0,1.868421052631579,10.89816294784311,5,88.0,0.7618355525023612,5,88.0
140.0,5,96.0,2.4,11.105467861010407,5,96.0,0.8060329577147082,5,96.0
145.0,6,122.0,2.9047619047619047,10.528147993842243,6,122.0,0.7379596622542368,6,122.0
150.0,7,128.0,2.782608695652174,10.58830177251873,7,160.0,0.7281940281790356,7,160.0
155.0,8,155.0,3.369565217391304,10.32838782995936,8,155.0,0.7362108817665489,8,155.0
160.0,11,203.0,3.9038461538461537,10.051832798391583,11,203.0,0.6939846570724539,11,203.0
165.0,10,125.0,2.272727272727273,9.406113151232033,10,260.0,0.6330197123658451,10,260.0
170.0,9,119.0,2.087719298245614,9.850580837467575,9,119.0,0.7354829118430336,9,119.0
175.0,10,154.0,2.5245901639344264,9.897331704306541,10,165.0,0.6956486725941293,10,165.0
180.0,14,216.0,3.272727272727273,10.117711395255192,14,216.0,0.6990958500257504,14,216.0
185.0,12,214.0,3.101449275362319,10.324799619022373,12,279.0,0.7018314396914803,12,279.0
190.0,15,283.0,3.7733333333333334,10.277815495082635,15,278.0,0.7170606938472556,15,278.0
195.0,15,358.0,4.475,10.354230717290758,15,353.0,0.7150983950548303,15,353.0
200.0,19,447.0,5.518518518518518,10.077340839846466,19,442.0,0.6901103277081104,19,442.0
205.0,15,299.0,3.691358024691358,9.515171282616288,15,536.0,0.6444655223989193,15,536.0
210.0,9,127.0,1.5119047619047619,9.890035258142566,9,182.0,0.7442675588238102,9,182.0
215.0,13,181.0,1.989010989010989,9.855701222565342,13,188.0,0.7184056979686945,13,188.0
220.0,18,245.0,2.5,10.031293574729265,18,267.0,0.6850073569838686,18,267.0
225.0,20,340.0,3.4343434343434343,9.885122220678555,20,347.0,0.6614287634820504,20,347.0
230.0,23,451.0,4.378640776699029,9.67748999095967,23,458.0,0.6518954225676235,23,458.0
235.0,21,330.0,3.1132075471698113,9.633147410467203,21,580.0,0.6570908189568166,21,580.0
240.0,7,87.0,0.7767857142857143,9.610323775047602,7,240.0,0.7074185471059075,7,240.0
245.0,10,77.0,0.6695652173913044,9.426688572861622,10,282.0,0.6564371869899402,10,282.0
250.0,26,168.0,1.3770491803278688,9.440824949483314,26,310.0,0.6347829747021524,26,310.0
255.0,23,242.0,1.967479674796748,9.52549878025836,23,444.0,0.6069526262887155,23,444.0
260.0,6,131.0,1.0155038759689923,10.01529860239225,6,267.0,0.7001879415826411,6,267.0
265.0,11,151.0,1.1526717557251909,10.41845166113812,11,305.0,0.7073742786982679,11,305.0
270.0,23,241.0,1.7985074626865671,10.231222818966003,23,377.0,0.6764925391891272,23,377.0
275.0,28,371.0,2.708029197080292,10.244850392897952,28,508.0,0.656806992426624,28,508.0
280.0,35,527.0,3.818840579710145,9.56834211892575,35,667.0,0.5770962390268328,35,667.0
285.0,39,712.0,5.049645390070922,9.470704797457666,39,849.0,0.5918834369186595,39,849.0
290.0,37,873.0,5.859060402684563,9.241692303707516,37,1045.0,0.5687450010580634,37,1045.0
295.0,43,1068.0,6.980392156862745,9.064085708578268,43,1205.0,0.5622974567155902,43,1205.0
300.0,47,1289.0,8.316129032258065,8.813111754712134,47,1426.0,0.5337776914242873,47,1426.0
305.0,49,1520.0,9.806451612903226,8.51673721492511,49,1672.0,0.5076121003765317,49,1672.0
310.0,56,1785.0,11.743421052631579,8.006583614701338,56,1922.0,0.4801980742384613,56,1922.0
315.0,56,2061.0,13.55921052631579,7.7775446556225285,56,2212.0,0.47146672884643737,56,2212.0
320.0,58,2340.0,15.394736842105264,7.619141883018346,58,2477.0,0.47365480774386853,58,2477.0
325.0,62,2643.0,17.051612903225806,7.5004913458100875,62,2782.0,0.4578849492478944,62,2782.0
330.0,67,2968.0,19.025641025641026,7.203676552938343,67,3107.0,0.42037155023130807,67,3107.0
335.0,71,3316.0,20.469135802469136,7.147976390890116,71,3455.0,0.42446751683042844,71,3455.0
340.0,76,3687.0,21.946428571428573,7.010262389234769,76,3826.0,0.4209861844943508,76,3826.0
345.0,78,4075.0,23.15340909090909,7.293317738084144,78,4214.0,0.43291310399710226,78,4214.0
350.0,78,4465.0,24.805555555555557,7.390604859050439,78,4604.0,0.4338673060990765,78,4604.0
355.0,83,4868.0,26.456521739130434,7.227516429099249,83,5007.0,0.42734961580192277,83,5007.0
360.0,86,5287.0,27.826315789473686,7.234362360966399,86,5426.0,0.43177314664322924,86,5426.0
365.0,88,5683.0,29.143589743589743,7.219892898258929,88,5862.0,0.43560677171781365,88,5862.0
370.0,91,6092.0,30.767676767676768,7.023513024809174,91,6231.0,0.4298818799859256,91,6231.0
375.0,91,6526.0,32.46766169154229,6.835457527175144,91,6697.0,0.4189725487959059,91,6697.0
380.0,90,6968.0,34.15686274509804,6.771624835392633,90,7107.0,0.4175454635979295,90,7107.0
385.0,95,6718.0,32.61165048543689,6.2337743531795935,95,7580.0,0.3786913418861445,95,7580.0
390.0,76,4007.0,18.900943396226417,6.154847769019335,76,6569.0,0.3724545461471945,76,6569.0
395.0,60,2151.0,9.912442396313365,6.391804585054242,60,6914.0,0.3813895428132646,60,6914.0
