step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.646454236644786,0,0.0,0.7836121904985951,0,0.0
20.0,0,0.0,0.0,14.543721102764053,0,0.0,0.9786011743292679,0,0.0
25.0,0,0.0,0.0,14.448455919806534,0,0.0,0.9722604537937027,0,0.0
30.0,0,0.0,0.0,13.757754565102772,0,0.0,0.8953112863653465,0,0.0
35.0,0,0.0,0.0,14.089687250178152,0,0.0,0.9256990008068334,0,0.0
40.0,0,0.0,0.0,14.1149216912868,0,0.0,0.9731613322499104,0,0.0
45.0,0,0.0,0.0,13.858986707749196,0,0.0,0.9522070838954882,0,0.0
50.0,0,0.0,0.0,14.364708209131143,0,0.0,0.9872824846939195,0,0.0
55.0,0,0.0,0.0,13.397648482774557,0,0.0,0.9512194908472043,0,0.0
60.0,0,0.0,0.0,13.357248422524378,0,0.0,0.9715695985958437,0,0.0
65.0,0,0.0,0.0,12.402606914051503,0,0.0,0.9132443758355779,0,0.0
70.0,1,4.0,0.3333333333333333,12.240191795308414,1,4.0,0.8961040422538633,1,4.0
75.0,1,9.0,0.6428571428571429,11.396090591932174,1,9.0,0.8292374066324156,1,9.0
80.0,2,18.0,1.2857142857142858,11.334177510666406,2,18.0,0.8266377124965997,2,18.0
85.0,2,28.0,1.75,11.384312115400887,2,28.0,0.8263206065757065,2,28.0
90.0,2,38.0,2.375,11.630507970841288,2,38.0,0.8343077631416965,2,38.0
95.0,0,0.0,0.0,11.050164347740187,0,46.0,0.7779243256157595,0,46.0
100.0,1,4.0,0.16666666666666666,11.674202336324695,1,4.0,0.8722243170611852,1,4.0
105.0,1,2.0,0.07407407407407407,12.097376155548066,1,10.0,0.8713369268324611,1,10.0
110.0,1,7.0,0.2413793103448276,12.678846806146598,1,7.0,0.9236587746850772,1,7.0
115.0,1,12.0,0.41379310344827586,12.604848370155814,1,12.0,0.8798990678398444,1,12.0
120.0,5,30.0,1.0344827586206897,11.555489391530896,5,30.0,0.7811201814264335,5,30.0
125.0,5,46.0,1.393939393939394,10.95772849596376,5,55.0,0.7141193992204525,5,55.0
130.0,5,63.0,1.8529411764705883,11.507551114152047,5,63.0,0.7842233542468267,5,63.0
135.0,5,88.0,2.3783783783783785,11.855916374639405,5,88.0,0.8111985451792009,5,88.0
140.0,5,113.0,2.825,11.267483303045331,5,113.0,0.7533231922410794,5,113.0
145.0,7,148.0,3.6097560975609757,10.70464329502664,7,148.0,0.7211531666272591,7,148.0
150.0,11,162.0,3.6,9.448442801047149,11,194.0,0.6325943487802864,11,194.0
155.0,12,209.0,4.644444444444445,9.253693626939425,12,209.0,0.6542190309108719,12,209.0
160.0,14,273.0,5.46,8.99245781818945,14,273.0,0.6406392784576233,14,273.0
165.0,11,163.0,3.0185185185185186,8.745255223941196,11,341.0,0.6061034153805984,11,341.0
170.0,10,153.0,2.732142857142857,9.221306898993053,10,172.0,0.7063730294994962,10,172.0
175.0,11,198.0,3.3,9.46172685400323,11,227.0,0.6983064610454318,11,227.0
180.0,13,259.0,3.9242424242424243,9.609026406722805,13,278.0,0.6931464339243507,13,278.0
185.0,9,140.0,2.0588235294117645,9.810374755982767,9,347.0,0.7009524870154087,9,347.0
190.0,6,95.0,1.2666666666666666,10.383289683585206,6,120.0,0.8253202524781339,6,120.0
195.0,6,125.0,1.5822784810126582,11.08617704879772,6,144.0,0.8553725573136403,6,144.0
200.0,7,159.0,1.962962962962963,11.514768456918935,7,178.0,0.8437677913448357,7,178.0
205.0,9,199.0,2.426829268292683,11.688935906897424,9,218.0,0.8162294766812384,9,218.0
210.0,11,249.0,2.929411764705882,11.336853179645159,11,268.0,0.7696294360927086,11,268.0
215.0,12,299.0,3.25,10.660568181225504,12,331.0,0.709429578702521,12,331.0
220.0,17,372.0,3.795918367346939,10.429970600787605,17,391.0,0.7118474405320849,17,391.0
225.0,14,235.0,2.303921568627451,10.315577203318249,14,406.0,0.6935466639560225,14,406.0
230.0,4,102.0,0.9714285714285714,10.50281068899685,4,177.0,0.7721072660481839,4,177.0
235.0,10,129.0,1.162162162162162,10.473573211599017,10,211.0,0.7318925307706352,10,211.0
240.0,17,208.0,1.8245614035087718,10.350976019550211,17,283.0,0.6933048402891189,17,283.0
245.0,24,195.0,1.6956521739130435,10.109631234960643,24,392.0,0.6408567083627928,24,392.0
250.0,26,291.0,2.4871794871794872,9.6463194790841,26,369.0,0.6309139151057551,26,369.0
255.0,26,401.0,3.4869565217391303,9.505195469536671,26,504.0,0.6142910150166632,26,504.0
260.0,30,546.0,4.512396694214876,9.64293997736337,30,624.0,0.6400565896129407,30,624.0
265.0,31,697.0,5.760330578512397,9.773158429852058,31,775.0,0.639772273304146,31,775.0
270.0,33,859.0,6.817460317460317,9.445815326427311,33,937.0,0.5964317907841332,33,937.0
275.0,41,1047.0,7.87218045112782,9.033143672000207,41,1127.0,0.5389095628390498,41,1127.0
280.0,46,1257.0,9.175182481751825,8.745693729367819,46,1346.0,0.5130428727785974,46,1346.0
285.0,46,1480.0,10.422535211267606,8.587160261069354,46,1567.0,0.5265422605314405,46,1567.0
290.0,50,1725.0,11.73469387755102,8.478895935739246,50,1805.0,0.5255087097920785,50,1805.0
295.0,53,1969.0,13.76923076923077,7.763489066888277,53,2069.0,0.48693387636846286,53,2069.0
300.0,56,2239.0,15.231292517006803,7.828810666715768,56,2321.0,0.4949043455728517,56,2321.0
305.0,59,2525.0,16.833333333333332,7.871160832546248,59,2607.0,0.4831432639751877,59,2607.0
310.0,62,2827.0,18.598684210526315,7.761887117015625,62,2909.0,0.46516021401728247,62,2909.0
315.0,66,3150.0,20.322580645161292,7.6240371915087755,66,3232.0,0.44368578795997626,66,3232.0
320.0,70,3489.0,22.365384615384617,7.258850965598844,70,3571.0,0.42474623837691217,70,3571.0
325.0,76,3857.0,24.56687898089172,6.704132090631513,76,3939.0,0.39836978120918376,76,3939.0
330.0,81,4222.0,26.89171974522293,6.141773066168117,81,4339.0,0.3751445010486623,81,4339.0
335.0,86,4624.0,27.688622754491018,5.863989377804134,86,4712.0,0.36146911901513756,86,4712.0
340.0,91,5042.0,28.81142857142857,5.826641678684904,91,5163.0,0.3582602842759051,91,5163.0
345.0,88,5460.0,30.0,5.943814045533851,88,5555.0,0.3755708678152936,88,5555.0
350.0,92,5914.0,31.795698924731184,6.158426866191718,92,6006.0,0.3780227760518949,92,6006.0
355.0,95,6386.0,33.43455497382199,6.356578164400514,95,6474.0,0.3897980595209804,95,6474.0
360.0,95,6843.0,35.09230769230769,6.497040515754095,95,6952.0,0.3954768719662035,95,6952.0
365.0,99,7330.0,36.28712871287129,6.600739084611707,99,7412.0,0.41268145990762456,99,7412.0
370.0,99,7814.0,38.11707317073171,6.439702823652344,99,7916.0,0.40015982394041866,99,7916.0
375.0,100,8309.0,39.94711538461539,6.388716342815187,100,8391.0,0.4041578826892732,100,8391.0
380.0,105,8822.0,41.417840375586856,6.414377850602309,105,8904.0,0.3878503468197216,105,8904.0
385.0,112,9365.0,42.76255707762557,6.19044399010967,112,9447.0,0.3598171716332216,112,9447.0
390.0,117,9942.0,43.991150442477874,6.157772396660273,117,10024.0,0.34392696386040156,117,10024.0
395.0,126,10551.0,44.70762711864407,6.091540256851299,126,10633.0,0.33035617448225374,126,10633.0
